index(discard),year,bechdel_rating,title,imdb_id
5806,2009,0,9,0472033
5807,2009,3,In the Loop,1226774
5808,2009,3,Whatever Works,1178663
5809,2009,2,Duplicity,1135487
5810,2009,3,X-Men Origins: Wolverine,0458525
5811,2009,0,Echelon Conspiracy,1124039
5812,2009,2,"I Love You, Man",1155056
5813,2009,3,Whip It,1172233
5814,2009,1,Surrogates,0986263
5815,2009,3,Zombieland,1156398
5816,2009,0,"Maiden Heist, The",1107860
5817,2009,1,Cloudy with a Chance of Meatballs,0844471
5818,2009,1,Tsar,1424431
5819,2009,1,Underworld: Rise of the Lycans,0834001
5820,2009,1,Moon,1182345
5821,2009,0,"Men Who Stare at Goats, The",1234548
5822,2009,1,Fantastic Mr. Fox,0432283
5823,2009,2,"Invention of Lying, The",1058017
5824,2009,3,Inglourious Basterds,0361748
5825,2009,3,"Princess and the Frog, The",0780521
5826,2009,1,Ninja Assassin,1186367
5827,2009,2,Up in the Air,1193138
5828,2009,3,Avatar,0499549
5829,2009,1,Sherlock Holmes,0988045
5830,2009,3,Precious: Based on the Novel Push by Sapphire,0929632
5831,2009,3,Bitch Slap,1212974
5832,2009,3,"House of the Devil, The",1172994
5833,2009,3,A Perfect Getaway,0971209
5834,2009,3,Jennifer&#39;s Body,1131734
5835,2009,0,Antichrist,0870984
5836,2009,3,Drag Me to Hell,1127180
5837,2009,3,Ghosted,1252595
5838,2009,3,My Queen Karo,1272041
5839,2009,3,Madeo,1216496
5840,2009,3,Spring Breakdown,0814331
5841,2009,1,Agora,1186830
5842,2009,1,"Imaginarium of Doctor Parnassus, The",1054606
5843,2009,1,A Single Man,1315981
5844,2009,0,"Secret of Kells, The",0485601
5845,2009,2,Nine,0875034
5846,2009,3,Dogtooth,1379182
5847,2009,1,"Road, The",0898367
5848,2009,3,Helen,1012729
5849,2009,3,"Lovely Bones, The",0380510
5850,2009,1,Los viajes del viento,1426374
5851,2009,1,Red Riding: In the Year of Our Lord 1974,1259574
5852,2009,1,Capitalism: A Love Story,1232207
5853,2009,1,I Love You Phillip Morris,1045772
5854,2009,3,Bring It On: Fight to the Finish,1349482
5855,2009,3,It&#39;s Complicated,1230414
5856,2009,3,"Private Lives of Pippa Lee, The",1134629
5857,2009,3,New Moon,1259571
5858,2009,3,My Sister&#39;s Keeper,1078588
5859,2009,3,Away We Go,1176740
5860,2009,1,Soul Kitchen,1244668
5861,2009,1,Lost Persons Area,1405808
5862,2009,3,"Boat That Rocked, The",1131729
5863,2009,3,Fish Tank,1232776
5864,2009,3,An Education,1174732
5865,2009,3,Bright Star,0810784
5866,2009,2,Ajami,1077262
5867,2009,3,Law Abiding Citizen,1197624
5868,2009,3,Splice,1017460
5869,2009,3,Astro Boy,0375568
5870,2009,1,Daybreakers,0433362
5871,2009,3,Confessions of a Shopaholic,1093908
5872,2009,1,Humpday,1334537
5873,2009,2,Frequently Asked Questions About Time Travel,0910554
5874,2009,3,"Last Station, The",0824758
5875,2009,1,Brooklyn&#39;s Finest,1210042
5876,2009,3,"Human Centipede (First Sequence), The",1467304
5877,2009,1,"Informant!, The",1130080
5878,2009,2,Serious Moonlight,1133993
5879,2009,3,Beeswax,1339268
5880,2009,3,"Girl on the Train, The",1183672
5881,2009,3,Villa Amalia,1348327
5882,2009,1,Air Doll,1371630
5883,2009,1,Invictus,1057500
5884,2009,3,Chloe,1352824
5885,2009,3,White Material,1135952
5886,2009,3,Vision - Aus dem Leben der Hildegard von Bingen,0995850
5887,2009,2,"She, a Chinese",1389374
5888,2009,3,Yesterday Was a Lie,0448182
5889,2009,1,Go get some rosemary,1426362
5890,2009,3,Life During Wartime,0808526
5891,2009,1,Mr. Nobody,0485947
5892,2009,1,Planet 51,0762125
5893,2009,3,Hannah Free,1315214
5894,2009,3,Undertow,1368491
5895,2009,3,Cargo,0381940
5896,2009,1,44 Inch Chest,0914837
5897,2009,3,Nothing Personal,1320352
5898,2009,1,Youth in Revolt,0403702
5899,2009,3,All About Steve,0881891
5900,2009,3,London River,1227787
5901,2009,2,"Proposal, The",1041829
5902,2009,3,Hua Mulan,1308138
5903,2009,1,&quot;Chess in Concert&quot;,1340768
5904,2009,3,Scheherazade Tell Me a Story,1473149
5905,2009,1,"Secret in Their Eyes, The",1305806
5906,2009,3,Mother and Child,1121977
5907,2009,3,Cairo Time,0896529
5908,2009,1,Map of the Sounds of Tokyo,1185376
5909,2009,3,Exam,1258197
5910,2009,3,Cooking with Stella,1479676
5911,2009,3,Hideaway (Le refuge),1504429
5912,2009,3,Summer Wars,1474276
5913,2009,3,Brothers,0765010
5914,2009,3,"Slammin&#39; Salmon, The",1135525
5915,2009,3,"Young Victoria, The",0962736
5916,2009,0,Perrier&#39;s Bounty,1003034
5917,2009,3,"Unloved, The",1268989
5918,2009,3,"Girlfriend Experience, The",1103982
5919,2009,3,Bride Wars,0901476
5920,2009,2,Dead Snow,1278340
5921,2009,3,About Elly,1360860
5922,2009,2,Coco Chanel &amp; Igor Stravinsky,1023441
5923,2009,2,Ngai chai dor ching,1463188
5924,2009,1,2012,1190080
5925,2009,3,"Assassin Next Door, The",1198153
5926,2009,1,Survival of the Dead,1134854
5927,2009,3,"Unborn, The",1139668
5928,2009,2,"Ugly Truth, The",1142988
5929,2009,3,Thirst (Bakjwi),0762073
5930,2009,3,Case 39,0795351
5931,2009,1,A Prophet (Un Prophete),1235166
5932,2009,3,Micmacs (Micmacs &agrave; tire-larigot),1149361
5933,2009,1,"Limits of Control, The",1135092
5934,2009,3,Still waiting,1116186
5935,2009,0,Lebanon,1483831
5936,2009,3,Jaffa,1406160
5937,2009,3,Lourdes,1405809
5938,2009,1,"Police, Adjective",1337051
5939,2009,3,"Milk of Sorrow, The",1206488
5940,2009,0,"Disappearance of Alice Creed, The",1379177
5941,2009,3,Coco avant Chanel,1035736
5942,2009,1,Defendor,1303828
5943,2009,2,A Serious Man,1019452
5944,2009,3,Lesbian Vampire Killers,1020885
5945,2009,3,"Time Traveler&#39;s Wife, The",0452694
5946,2009,2,Everybody&#39;s Fine,0780511
5947,2009,2,"Scouting Book for Boys, The",1022885
5948,2009,3,Crossing Over,0924129
5949,2009,2,"Blind Side, The",0878804
5950,2009,3,Storm,0768239
5951,2009,3,"Good Guy, The",1247662
5952,2009,3,"Girl Who Kicked the Hornets&#39; Nest, The",1343097
5953,2009,3,Last Train Home,1512201
5954,2009,3,Ondine,1235796
5955,2009,1,Suck,1323605
5956,2009,3,"Girl Who Played with Fire, The",1216487
5957,2009,2,TiMER,1179794
5958,2009,0,Tournament,0471041
5959,2009,2,J&#39;ai tu&eacute; ma m&egrave;re,1424797
5960,2009,3,"Box, The",0362478
5961,2009,3,My Last Five Girlfriends,1050002
5962,2009,1,Get Low,1194263
5963,2009,0,Brief Interviews With Hideous Men,0790627
5964,2009,1,Where the Wild Things Are,0386117
5965,2009,3,Uncertainty,1086216
5966,2009,1,G-Force,0436339
5967,2009,3,Cracks,1183665
5968,2009,1,Fast &amp; Furious,1013752
5969,2009,3,Paper Heart,1331064
5970,2009,3,"Bad Lieutenant: Port of Call - New Orleans, The",1095217
5971,2009,3,Le h&eacute;risson,1442519
5972,2009,1,Eyes Wide Open,1424327
5973,2009,3,Alice,1461312
5974,2009,0,Kaiji: The Ultimate Gambler,1309449
5975,2009,0,Mega Shark vs Giant Octopus,1350498
5976,2009,2,My Bloody Valentine 3D,1179891
5977,2009,1,Gamer,1034032
5978,2009,3,"City of Your Final Destination, The",0896923
5979,2009,1,A Town Called Panic,1433540
5980,2009,0,"Boondock Saints II: All Saints Day, The",1300851
5981,2009,3,Mutants,1146320
5982,2009,2,Exit 117,1521783
5983,2009,3,Desert Flower,1054580
5984,2009,3,Monsters vs Aliens,0892782
5985,2009,1,Mary and Max,0978762
5986,2009,1,Enter the Void,1191111
5987,2009,3,Dear Lemon Lima,1242423
5988,2009,3,Our Summer in Tehran,1326956
5989,2009,1,"Messenger, The",0790712
5990,2009,3,Ink,1071804
5991,2009,3,Broken Embraces,0913425
5992,2009,3,"Double Hour, The",1379222
5993,2009,3,Modern Family,1442437
5994,2009,3,Finding Bliss,1185242
5995,2009,3,Veronika Decides to Die,1068678
5996,2009,3,Year of the Carnivore,1372306
5997,2009,1,OSS 117: Lost in Rio,1167660
5998,2009,1,3 Idiots,1187043
5999,2009,3,Professor Layton and the Eternal Diva,1488591
6000,2009,2,"My Son, My Son, What Have Ye Done",1233219
6001,2009,0,"Horde, The",1183276
6002,2009,3,C Me Dance,1314645
6003,2009,3,He&#39;s Just Not That Into You,1001508
6004,2009,1,Harry Brown,1289406
6005,2009,1,Headhunter,1322315
6006,2009,0,"Dancer and the Thief, The",1243375
6007,2009,3,Il richiamo,1463167
6008,2009,2,"Concert, The",1320082
6009,2009,3,RoboGeisha,1381512
6010,2009,3,Little Girl,1426371
6011,2009,3,Wonder Woman,1186373
6012,2009,2,Paa,1532957
6013,2009,3,Evangelion: 2.0 You Can (Not) Advance,0860906
6014,2009,3,"Maid, The",1187044
6015,2009,0,Armored,0913354
6016,2009,3,Wild About Harry,0435711
6017,2009,3,Albino Farm,1050001
6018,2009,3,Attack on Leningrad,0432314
6019,2009,3,Dance Subaru,1230424
6020,2009,3,"Girl (Flickan), The",1342378
6021,2009,3,Tinker Bell and the Lost Treasure,1216516
6022,2009,3,Technotise - Edit i ja,1372301
6023,2009,3,According to Greta,1059925
6024,2009,2,Black Dynamite,1190536
6025,2009,3,Infestation,1020543
6026,2009,3,"Good Witch&#39;s Garden, The",1312251
6027,2009,0,Valhalla Rising,0862467
6028,2009,1,Pandorum,1188729
6029,2009,3,Deadline,1242618
6030,2009,3,"Fourth Kind, The",1220198
6031,2009,2,In the Electric Mist,0910905
6032,2009,1,"Skeptic, The",0493451
6033,2009,1,Fired Up!,1083456
6034,2009,3,Vampire Girl versus Frankenstein Girl,1425928
6035,2009,2,One Hot Summer,1422201
6036,2009,2,Adam,1185836
6037,2009,0,I Come with the Rain,1024744
6038,2009,3,Whiteout,0365929
6039,2009,3,Dead Hooker in a Trunk,1508661
6040,2009,1,Natale a Beverly Hills,1504362
6041,2009,1,"Wild Hunt, The",1493886
6042,2009,3,Elsewhere,0874271
6043,2009,2,Friday the 13th,0758746
6044,2009,3,"Final Destination, The",1144884
6045,2009,3,Carriers,0806203
6046,2009,1,[Rec] 2,1245112
6047,2009,3,"Uninvited, The",0815245
6048,2009,3,David&#39;s Birthday,1273204
6049,2009,3,Polytechnique,1194238
6050,2009,3,Surviving Evil,0804539
6051,2009,2,Do Comeco ao Fim,1440741
6052,2009,2,Not Since You,1072438
6053,2009,3,12 Men of Christmas,1446201
6054,2009,3,State of Play,0473705
6055,2009,3,El nino pez,1235842
6056,2009,0,Last of the Living,1351177
6057,2009,3,El traspatio (Backyard),1257579
6058,2009,1,Dom zly,1485698
6059,2009,3,Nowhere Boy,1266029
6060,2009,3,Reservoir Hill,2177683
6061,2009,1,Heartless,1220214
6062,2009,3,Nasty Old People,1527679
6063,2009,2,Awaydays,1137436
6064,2009,3,"Last House on the Left, The",0844708
6065,2009,3,Amelia,1129445
6066,2009,3,Fruit Fly,1326221
6067,2009,3,And Then Came Lola,1123894
6068,2009,3,Drool,1268962
6069,2009,3,Make the Yuletide Gay,1305714
6070,2009,3,Reykjavik Whale Watching Massacre,1075749
6071,2009,3,"Joneses, The",1285309
6072,2009,3,Aliens in the Attic,0775552
6073,2009,3,"Wrong House, The",1648194
6074,2009,3,Queen to Play,1082009
6075,2009,3,Big Font. Large Spacing,1479163
6076,2009,3,Triangle,1187064
6077,2009,3,Love Takes Wing,1269560
6078,2009,1,Children of the Corn,1290135
6079,2009,3,Ju-on: White Ghost,1422675
6080,2009,3,Ju-on: Black Ghost,1422674
6081,2009,3,Cosmonauta,1332054
6082,2009,3,Love Happens,0899106
6083,2009,1,Bran Nue Dae,1148165
6084,2009,3,Redline,1483797
6085,2009,3,Solomon Kane,0970452
6086,2009,3,XXXHOLic: Shunmuki - Zenpen,1263772
6087,2009,3,XXXHOLiC: Shunmuki - Kouhen,1461305
6088,2009,3,Sorority Row,1232783
6089,2009,1,Taking Woodstock,1127896
6090,2009,1,After.Life,0838247
6091,2009,3,"Descent: Part 2, The",1073105
6092,2009,0,Chohatsu Daikaiju Gehara,3671900
6093,2009,0,Madea Goes to Jail,1142800
6094,2009,0,"Cry of the Owl, The",1034302
6095,2009,3,Tales from the Catholic Church of Elvis!,1082876
6096,2009,3,Beautiful Kate,1209377
6097,2009,1,I can do bad all by myself,1385912
6098,2009,3,Georgia O&#39;Keeffe,1320286
6099,2009,3,Butter bei die Fische,1362534
6100,2009,0,Land of the Lost,0457400
6101,2009,1,(Untitled),1132193
6102,2009,3,Accidents Happen,1119123
6103,2009,1,Cherrybomb,1248971
6104,2009,1,Dorian Gray,1235124
6105,2009,1,Fatal Rescue,1144825
6106,2009,1,Looking for Eric,1242545
6107,2009,0,Celda 211,1242422
6108,2009,3,"Hole, The",1085779
6109,2009,1,Mystery Team,1237838
6110,2009,3,Opie Gets Laid,0446043
6111,2009,1,Hachi: A Dog&#39;s Tale,1028532
6112,2009,3,Breaking Upwards,1247644
6113,2009,0,Killer Bean Forever,1340108
6114,2009,3,Year One,1045778
6115,2009,1,Cold Souls,1127877
6116,2009,2,What&#39;s Your Raashee?,1242530
6117,2009,3,Pope Joan,0458455
6118,2009,1,Night at the Museum: Battle of the Smithsonian,1078912
6119,2009,3,1,0408060
6120,2009,3,"Greatest, The",1226232
6121,2009,3,Old Dogs,0976238
6122,2009,2,Hannah Montana: The Movie,1114677
6123,2009,1,Paul Blart: Mall Cop,1114740
6124,2009,3,Homestuck,5868326
6125,2009,1,Crazy Heart,1263670
6126,2009,1,Fighting,1082601
6127,2009,3,Saw VI,1233227
6128,2010,3,"Crazies, The",0455407
6129,2010,3,Alice in Wonderland,1014759
6130,2010,3,Our Family Wedding,1305583
6131,2010,0,Green Zone,0947810
6132,2010,3,Diary of a Wimpy Kid,1196141
6133,2010,3,How to Train Your Dragon,0892769
6134,2010,1,Hot Tub Time Machine,1231587
6135,2010,1,Shutter Island,1130884
6136,2010,1,"Wolfman, The",0780653
6137,2010,3,Repo Men,1053424
6138,2010,1,Kick-Ass,1250777
6139,2010,2,Cemetery Junction,1196204
6140,2010,3,Date Night,1279935
6141,2010,3,Iron Man 2,1228705
6142,2010,3,"Back-up Plan, The",1212436
6143,2010,3,Robin Hood,0955308
6144,2010,3,Letters to Juliet,0892318
6145,2010,1,MacGruber,1470023
6146,2010,2,"Ghost Writer, The",1139328
6147,2010,0,Prince of Persia: The Sands of Time,0473075
6148,2010,3,"Runaways, The",1017451
6149,2010,3,Sex and the city 2,1261945
6150,2010,3,Book of Eli,1037705
6151,2010,1,Get Him To The Greek,1226229
6152,2010,1,Greenberg,1234654
6153,2010,1,Shrek Forever After,0892791
6154,2010,3,Just Wright,1407061
6155,2010,3,Please Give,0878835
6156,2010,3,Winter&#39;s Bone,1399683
6157,2010,3,"Karate Kid, The",1155076
6158,2010,3,Tiny Furniture,1570989
6159,2010,3,Toy Story 3,0435761
6160,2010,1,Peacock,1188113
6161,2010,0,R U There,1443518
6162,2010,0,"A-Team, The",0429493
6163,2010,3,Legion,1038686
6164,2010,3,Grown Ups,1375670
6165,2010,0,Exit Through the Gift Shop,1587707
6166,2010,3,Valentine&#39;s Day,0817230
6167,2010,3,Browncoats: Redemption,1593655
6168,2010,3,I Am Love,1226236
6169,2010,3,Dos hermanos,1576382
6170,2010,1,Boy,1560139
6171,2010,1,"Last Airbender, The",0938283
6172,2010,2,"Switch, The",0889573
6173,2010,3,Ramona and Beezus,0493949
6174,2010,1,Centurion,1020558
6175,2010,3,Jucy,1336999
6176,2010,1,"Expendables, The",1320253
6177,2010,3,Shelter,1179069
6178,2010,1,"Sorcerer&#39;s Apprentice, The",0963966
6179,2010,3,Remember Me,1403981
6180,2010,1,"Town, The",0840361
6181,2010,1,Middle Men,1251757
6182,2010,2,"Other Guys, The",1386588
6183,2010,1,La tete en friche,1455151
6184,2010,3,You Will Meet a Tall Dark Stranger,1182350
6185,2010,3,Poetry,1287878
6186,2010,3,Resident Evil: Afterlife,1220634
6187,2010,3,Salt,0944835
6188,2010,2,Knight and Day,1013743
6189,2010,3,Skeletons,1425933
6190,2010,3,Una hora mas en Canarias,1161411
6191,2010,3,"Kids Are All Right, The",0842926
6192,2010,3,El dios de madera,1511354
6193,2010,3,"Twilight Saga: Eclipse, The",1325004
6194,2010,3,Despicable Me,1323594
6195,2010,1,Cyrus,1336617
6196,2010,0,Predators,1424381
6197,2010,3,Inception,1375666
6198,2010,3,Easy A,1282140
6199,2010,1,"American, The",1440728
6200,2010,1,Cop Out,1385867
6201,2010,1,"Losers, The",0480255
6202,2010,1,Submarino,1322385
6203,2010,1,Monga,1604900
6204,2010,3,Love Like Poison,1646985
6205,2010,3,"Eat, Pray, Love",0879870
6206,2010,3,Machete,0985694
6207,2010,1,Dinner for Schmucks,0427152
6208,2010,3,Scott Pilgrim vs. the World,0446029
6209,2010,3,"Housemaid, The",1314652
6210,2010,3,Going the Distance,1322312
6211,2010,3,"Last Exorcism, The",1320244
6212,2010,3,"Great Vazquez, The",1525915
6213,2010,3,Into Our Own Hands,1653853
6214,2010,2,Heartbeats,1600524
6215,2010,1,"Social Network, The",1285016
6216,2010,3,Carancho,1542852
6217,2010,3,You Again,1414382
6218,2010,1,Let Me In,1228987
6219,2010,1,Buried,1462758
6220,2010,3,Abel,1479668
6221,2010,3,Made In Dagenham,1371155
6222,2010,3,"Tempest, The",1274300
6223,2010,0,Catfish,1584016
6224,2010,3,Wall Street: Money Never Sleeps,1027718
6225,2010,3,Black Swan,0947798
6226,2010,3,Secretariat,1028576
6227,2010,3,Amador,1477171
6228,2010,1,13 Assassins,1436045
6229,2010,2,Red,1245526
6230,2010,3,Devil,1314655
6231,2010,2,Score: A Hockey Musical,1592876
6232,2010,3,Morning Glory,1126618
6233,2010,3,Burlesque,1126591
6234,2010,3,Elle s&#39;appelait Sarah (Sarah&#39;s key),1668200
6235,2010,0,Megamind,1001526
6236,2010,3,127 Hours,1542344
6237,2010,3,Unstoppable,0477080
6238,2010,3,Another Year,1431181
6239,2010,3,Clash of the Titans,0800320
6240,2010,3,Harry Potter and the Deathly Hallows: Part 1,0926084
6241,2010,3,Uncle Boonmee Who Can Recall His Past Lives,1588895
6242,2010,3,"Next Three Days, The",1458175
6243,2010,3,Tangled,0398286
6244,2010,0,Of god and men (Des hommes et des dieux),1588337
6245,2010,2,Chico &amp; Rita,1235830
6246,2010,0,Monsters,1470827
6247,2010,1,Tron Legacy,1104001
6248,2010,3,True Grit,1403865
6249,2010,3,"King&#39;s Speech, The",1504320
6250,2010,1,Charlie St. Cloud,1438254
6251,2010,3,Temple Grandin,1278469
6252,2010,0,"Tourist, The",1243957
6253,2010,3,Skyline,1564585
6254,2010,3,"Chronicles of Narnia: The Voyage of the Dawn Treader, The",0980970
6255,2010,0,Yogi Bear,1302067
6256,2010,3,"Four-Faced Liar, The",1174693
6257,2010,3,Never Let Me Go,1334260
6258,2010,1,Jack and the Beanstalk,1079968
6259,2010,2,Gunless,1376195
6260,2010,2,"Client List, The",1625340
6261,2010,3,Trigger,1624408
6262,2010,0,Restrepo,1559549
6263,2010,2,"Fighter, The",0964517
6264,2010,3,Welcome to the Rileys,1183923
6265,2010,1,Simple Simon,1686313
6266,2010,0,"Illusionist, The",0775489
6267,2010,3,"Place in Between, The",1723115
6268,2010,0,Bal,1571724
6269,2010,1,Biutiful,1164999
6270,2010,3,Confessions (Kokuhaku),1590089
6271,2010,2,Blue Valentine,1120985
6272,2010,3,"Spy Next Door, The",1273678
6273,2010,2,Love and Other Drugs,0758752
6274,2010,0,How I ended this summer,1588875
6275,2010,3,Triple Dog,1232838
6276,2010,3,And Soon the Darkness,1391034
6277,2010,1,It&#39;s Kind of a Funny Story,0804497
6278,2010,3,Kaboom,1523483
6279,2010,3,Certified Copy,1020773
6280,2010,3,Somewhere,1421051
6281,2010,0,Dear John,0989757
6282,2010,3,Superman/Batman: Apocalypse,1673430
6283,2010,0,"Heavy, The",0473364
6284,2010,3,Room in Rome,1263750
6285,2010,0,Faster,1433108
6286,2010,3,Incendies,1255953
6287,2010,1,Submarine,1440292
6288,2010,1,Due Date,1231583
6289,2010,3,For 80 Days,1600383
6290,2010,3,Barney&#39;s Version,1423894
6291,2010,3,Oranges and Sunshine,1438216
6292,2010,2,Meek&#39;s Cutoff,1518812
6293,2010,3,Conviction,1244754
6294,2010,3,Rabbit Hole,0935075
6295,2010,3,Rubber,1612774
6296,2010,3,Camp Rock 2: The Final Jam,1252380
6297,2010,3,Potiche,1521848
6298,2010,1,Takers,1135084
6299,2010,3,"Lottery, The",1515935
6300,2010,3,Insidious,1591095
6301,2010,1,Super,1512235
6302,2010,1,Everything Must Go,1531663
6303,2010,3,For Colored Girls,1405500
6304,2010,1,Batman: Under the Red Hood,1569923
6305,2010,1,Casino Jack,1194417
6306,2010,1,"Human Resources Manager, The",1311075
6307,2010,0,Steam of Life,1583323
6308,2010,3,&#39;Tamara Drewe&#39;,1486190
6309,2010,3,Viva Riva!,1723120
6310,2010,3,Nanny McPhee and the Big Bang,1415283
6311,2010,1,Animal Kingdom,1313092
6312,2010,3,Pink Saris,1721685
6313,2010,3,Bandage,0482459
6314,2010,1,Beginners,1532503
6315,2010,1,Post Mortem,1714886
6316,2010,1,Happythankyoumoreplease,1481572
6317,2010,3,Arrietty,1568921
6318,2010,3,Percy Jackson &amp; the Olympians: The Lightning Thief,0814255
6319,2010,1,"Trip, The",1740047
6320,2010,1,Wild Target,1235189
6321,2010,3,Turbulent Skies,1518861
6322,2010,2,18 comidas,1671616
6323,2010,1,Senna,1424432
6324,2010,3,4.3.2.1,1514041
6325,2010,3,"Debt, The",1226753
6326,2010,1,TrollHunter,1740707
6327,2010,3,Don&#39;t Be Afraid of the Dark,1270761
6328,2010,2,Ceremony,1341341
6329,2010,3,Detective Dee and the Mystery of the Phantom Flame,1123373
6330,2010,3,Small Town Murder Songs,1429392
6331,2010,3,"Hollywood Complex, The",1754351
6332,2010,0,"Corridor, The",1602617
6333,2010,3,A Bag of Hammers,1509787
6334,2010,3,"Women on the 6th Floor, The",1805297
6335,2010,3,Little White Lies,1440232
6336,2010,3,"Extraordinary Adventures of Adele Blanc-Sec, The",1179025
6337,2010,1,Outside the Law,1229381
6338,2010,0,Howl,1049402
6339,2010,3,Fair Game,0977855
6340,2010,0,Essential Killing,1561768
6341,2010,3,Norwegian Wood,1270842
6342,2010,3,Tucker and Dale vs Evil,1465522
6343,2010,3,"Romantics, The",1403988
6344,2010,3,Paranormal Activity 2,1536044
6345,2010,0,Omae Umasou da na,1734113
6346,2010,3,A Marine Story,1447479
6347,2010,1,Stake Land,1464580
6348,2010,0,Dylan Dog: Dead of Night,1013860
6349,2010,3,"Ward, The",1369706
6350,2010,3,Leading Ladies,1462053
6351,2010,0,Chasing Legends,1996211
6352,2010,2,"Disciple, The",1618390
6353,2010,3,"Clock, The",2008009
6354,2010,1,King of Devil&#39;s Island,1332134
6355,2010,3,"Clinic, The",1345772
6356,2010,3,"Conspirator, The",0968264
6357,2010,3,Band Baaja Barat,1610452
6358,2010,3,An Invisible Sign,1212454
6359,2010,3,Black Venus,1401643
6360,2010,3,"Shrine, The",1341710
6361,2010,1,Justice League: Crisis on Two Earths,1494772
6362,2010,3,Aftershock,1393746
6363,2010,3,Elektra Luxx,1340773
6364,2010,0,Jo&#39;s Boy,1548603
6365,2010,3,"Whistleblower, The",0896872
6366,2010,1,Ip Man 2,1386932
6367,2010,0,Wrecked,1316622
6368,2010,3,Cairo 678,1764141
6369,2010,1,"Hunter, The",1190072
6370,2010,3,Bill Cunningham New York,1621444
6371,2010,3,Space Dogs,1272051
6372,2010,3,Eat Me!,1412541
6373,2010,2,Tekken,0411951
6374,2010,1,I Saw the Devil,1588170
6375,2010,1,Denizen,1194424
6376,2010,1,Four Lions,1341167
6377,2010,3,Food Stamped,1667079
6378,2010,1,Edge of Darkness,1226273
6379,2010,3,On Tour,1451762
6380,2010,3,Stonehenge Apocalypse,1488598
6381,2010,1,Surely Someday,1450332
6382,2010,3,Basilicata Coast to Coast,1529233
6383,2010,3,Red: Werewolf Hunter,1626201
6384,2010,1,Frozen,1323045
6385,2010,0,BearCity,1426320
6386,2010,3,Country Strong,1555064
6387,2010,3,Womb,1216520
6388,2010,3,Transfer,1270120
6389,2010,3,"Killing Jar, The",1270296
6390,2010,3,Bedevilled,1646959
6391,2010,3,Break Ke Baad,1578261
6392,2010,3,16 Wishes,1646876
6393,2010,3,Enthiran,1305797
6394,2010,3,Daydream Nation,1581835
6395,2010,3,Tinker Bell and the Great Fairy Rescue,1216515
6396,2010,3,Une vie de chat,1673702
6397,2010,1,"Killer Inside Me, The",0954947
6398,2010,3,"Good Witch&#39;s Gift, The",1560779
6399,2010,3,YellowBrickRoad,1398428
6400,2010,1,Vanishing on 7th Street,1452628
6401,2010,3,Les emotifs anonymes,1565958
6402,2010,0,"Way, The",1441912
6403,2010,3,West Is West,1441956
6404,2010,3,Night Catches Us,0775543
6405,2010,1,Predicament,1574639
6406,2010,3,Feeding Frenzy,1706365
6407,2010,3,First Night,1536053
6408,2010,3,All About Evil,1307858
6409,2010,3,Elena Undone,1575539
6410,2010,3,Time Traveller (Toki o Kakeru Shojo),1614408
6411,2010,3,Titanic II,1640571
6412,2010,1,Pete Smalls Is Dead,1381413
6413,2010,3,Mysteries of Lisbon,1236371
6414,2010,0,Rare Exports,1401143
6415,2010,3,Hypothermia,1313244
6416,2010,0,"Experiment, The",0997152
6417,2010,3,My Babysitter&#39;s a Vampire,1673423
6418,2010,3,Bratz: Pampered Petz,1719009
6419,2010,3,Standing Ovation,1303803
6420,2010,3,Revenge of the Bridesmaids,1666642
6421,2010,3,Los ojos de Julia (Julia&#39;s Eyes),1512685
6422,2010,3,Boy Wonder,1456060
6423,2010,0,"Amazing Bulk, The",1788453
6424,2010,3,When in Rome,1185416
6425,2010,3,We are The Night (Wir sind die Nacht),1692504
6426,2010,3,A Little Help,1319722
6427,2010,3,Spiderhole,1496884
6428,2010,3,"Tomorrow, When the War Began",1456941
6429,2010,0,Majorite opprimee,1684911
6430,2010,3,Barbie in a Mermaid Tale,1610301
6431,2010,2,Valkaama,1669706
6432,2010,1,London Boulevard,1213648
6433,2010,2,Ramayana: The Epic,1744641
6434,2010,3,Twelve Thirty,1520453
6435,2010,3,Mine vaganti,1405810
6436,2010,3,"Hairdresser, The",1585255
6437,2010,3,Mongolian Death Worm,1504443
6438,2010,3,Como Esquecer,1735853
6439,2010,1,Love in a puff,1602479
6440,2010,0,Hunter Prey,1270291
6441,2010,3,30 Days of Night: Dark Days,1320304
6442,2010,3,"Last Song, The",1294226
6443,2010,3,A Nightmare on Elm Street,1179056
6444,2010,3,"Fanny, Annie &amp; Danny",1614338
6445,2010,1,Snabba cash,1291652
6446,2010,3,XXXHOLiC: Ro,1648133
6447,2010,1,Diciotto anni dopo,1433802
6448,2010,3,How Do You Know,1341188
6449,2010,3,Frankie and Alice,1221208
6450,2010,1,Going Postal,1219817
6451,2010,3,I Will Follow,1624426
6452,2010,0,Ca$h,1106860
6453,2010,1,Jack goes boating,1278379
6454,2010,3,Flipped,0817177
6455,2010,3,Das letzte Schweigen,1361835
6456,2010,3,Mozart&#39;s Sister,1653911
6457,2010,0,"Way Back, The",1023114
6458,2010,0,Sound of Noise,1278449
6459,2010,1,Who We Are,1587386
6460,2010,1,"Reef, The",1320291
6461,2010,3,Secuestrados,1629377
6462,2010,3,My Soul to Take,0872230
6463,2010,3,Scooby-Doo! Camp Scare,1731767
6464,2010,1,22 Bullets / L&#39;immortel,1167638
6465,2010,1,Halo: Legends,1480660
